Song Name,Artist Name,Release Date,Genres,Tracks,Popularity,Album Name,Album Type,Song Duration (ms)
Lucid Dreams (feat. Lil Uzi Vert) - Remix,Lil Uzi Vert,2021-05-28,"hip hop, melodic rap, philly rap, rage rap, rap, trap","Intro, All Girls Are The Same, Lucid Dreams, Lean Wit Me, Wasted (feat. Lil Uzi Vert), I'm Still, Betrayal - Skit, Candles, Scared Of Love (with instrumental by Ghost Loft), Used To, Karma - Skit, Hurt Me, Black & White, Long Gone, End Of The Road, I'll Be Fine, 734, Lucid Dreams (feat. Lil Uzi Vert) - Remix",59,Goodbye & Good Riddance (Anniversary),album,240437
XO Tour Llif3,Lil Uzi Vert,2017-08-25,"hip hop, melodic rap, philly rap, rage rap, rap, trap","Two®, 444+222, Sauce It Up, No Sleep Leak, The Way Life Goes (feat. Oh Wonder), For Real, Feelings Mutual, Neon Guts (feat. Pharrell Williams), Early 20 Rager, UnFazed (feat. The Weeknd), Pretty Mami, How to Talk, X, Malfunction, Dark Queen, XO Tour Llif3",82,Luv Is Rage 2,album,182706
20 Min,Lil Uzi Vert,2017-11-17,"hip hop, melodic rap, philly rap, rage rap, rap, trap","Two®, 444+222, Sauce It Up, No Sleep Leak, The Way Life Goes (feat. Oh Wonder), For Real, Feelings Mutual, Neon Guts (feat. Pharrell Williams), Early 20 Rager, UnFazed (feat. The Weeknd), Pretty Mami, How to Talk, X, Malfunction, Dark Queen, XO Tour Llif3, Skir Skirr, Loaded, Diamonds All on My Wrist, 20 Min",81,Luv Is Rage 2 (Deluxe),album,220586
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2017-08-25,"hip hop, melodic rap, philly rap, rage rap, rap, trap","Two®, 444+222, Sauce It Up, No Sleep Leak, The Way Life Goes (feat. Oh Wonder), For Real, Feelings Mutual, Neon Guts (feat. Pharrell Williams), Early 20 Rager, UnFazed (feat. The Weeknd), Pretty Mami, How to Talk, X, Malfunction, Dark Queen, XO Tour Llif3",79,Luv Is Rage 2,album,221746
Just Wanna Rock,Lil Uzi Vert,2023-06-30,"hip hop, melodic rap, philly rap, rage rap, rap, trap","Flooded The Face, Suicide Doors, Aye (feat. Travis Scott), Crush Em, Amped, x2, Died and Came Back, Spin Again, That Fiya, I Gotta, Endless Fashion (feat. Nicki Minaj), Mama, I’m Sorry, All Alone, Nakamura, Just Wanna Rock, Fire Alarm (feat. Snow Strippers), CS, Werewolf (feat. Bring Me The Horizon), Pluto to Mars, Patience (feat. Don Toliver)",71,Pink Tape,album,123890
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,2023-02-05,"hip hop, melodic rap, philly rap, rage rap, rap, trap",Watch This - ARIZONATEARS Pluggnb Remix,75,Watch This (ARIZONATEARS Pluggnb Remix),single,163139
Everybody (feat. Lil Uzi Vert),Lil Uzi Vert,2023-12-08,"hip hop, melodic rap, philly rap, rage rap, rap, trap","Are You Gone Already, Barbie Dangerous, FTCU, Beep Beep, Fallin 4 U, Let Me Calm Down (feat. J. Cole), RNB (feat. Lil Wayne & Tate Kobang), Pink Birthday, Needle (feat. Drake), Cowgirl (feat. Lourdiz), Everybody (feat. Lil Uzi Vert), Big Difference, Red Ruby Da Sleeze, Forward From Trini (feat. Skillibeng & Skeng), Pink Friday Girls, Super Freaky Girl, Bahm Bahm, My Life, Nicki Hendrix (feat. Future), Blessings (feat. Tasha Cobbs Leonard)",73,Pink Friday 2,album,180869
Money Longer,Lil Uzi Vert,2016-05-27,"hip hop, melodic rap, philly rap, rage rap, rap, trap","Canadian Goose, Hi Roller, Money Longer, Grab the Wheel, You Was Right, Baby Are You Home, Ps & Qs, Team Rocket, Scott and Ramona",73,Lil Uzi Vert vs. The World,album,198944
Erase Your Social,Lil Uzi Vert,2016-08-10,"hip hop, melodic rap, philly rap, rage rap, rap, trap","Do What I Want, Of Course We Ghetto Flowers (feat. Playboi Carti & Offset), Original Uzi (4 of Us), Money Mitch, SideLine Watching (Hold Up), I Can Drive, You're Lost, Erase Your Social, Ronda (Winners), Seven Million (feat. Future)",72,The Perfect LUV Tape,album,199993
AmEN! (feat. Lil Uzi Vert and Daryl Palumbo of Glassjaw),Lil Uzi Vert,2024-05-24,"hip hop, melodic rap, philly rap, rage rap, rap, trap","[ost] dreamseeker, YOUtopia, Kool-Aid, Top 10 staTues tHat CriEd bloOd, liMOusIne (feat. AURORA), DArkSide, a bulleT w/ my namE On (feat. Underoath), [ost] (spi)ritual, n/A, LosT, sTraNgeRs, R.i.p. (duskCOre RemIx), AmEN! (feat. Lil Uzi Vert and Daryl Palumbo of Glassjaw), [ost] p.u.s.s.-e, DiE4u, DIg It",69,POST HUMAN: NeX GEn,album,189548
Tobey (feat. Big Sean and BabyTron),Big Sean,2024-07-02,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap",Tobey (feat. Big Sean and BabyTron),76,Tobey (feat. Big Sean and BabyTron),single,284892
I Don't Fuck With You,Big Sean,2015-02-23,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap","Dark Sky (Skyscrapers), Blessings, All Your Fault, I Don't Fuck With You, Play No Games, Paradise - Extended, Win Some, Lose Some, Stay Down, I Know, Deep, One Man Can Change The World, Outro",72,Dark Sky Paradise,album,284386
I Know,Big Sean,2015-02-23,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap","Dark Sky (Skyscrapers), Blessings, All Your Fault, I Don't Fuck With You, Play No Games, Paradise - Extended, Win Some, Lose Some, Stay Down, I Know, Deep, One Man Can Change The World, Outro",70,Dark Sky Paradise,album,319973
Don't Like.1,Big Sean,2022-04-01,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap","Who I Am, Don't Like.1, New God Flow.1, Mercy, Hold On",63,G.O.O.D.,compilation,283653
Beware,Big Sean,2013-01-01,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap","Nothing Is Stopping You, Fire, 10 2 10, Toyota Music, You Don't Know, Beware, First Chain, Mona Lisa, Freaky, MILF, Sierra Leone, It's Time, World Ablaze, Ashley, All Figured Out, Mula Remix, Switch Up, Guap",61,Hall Of Fame (Deluxe),album,235186
Wolves (feat. Post Malone),Big Sean,2020-09-04,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap","Why Would I Stop?, Lucky Me, Deep Reverence (feat. Nipsey Hussle), Wolves (feat. Post Malone), Body Language (feat. Ty Dolla $ign, and Jhené Aiko), Story By Dave Chappelle, Harder Than My Demons, Everything That's Missing (feat. Dwele), ZTFO, Guard Your Heart (feat. Anderson .Paak, Earlly Mac, and Wale), Respect It (with Hit-Boy feat. Young Thug), Lithuania (feat. Travis Scott), Full Circle (feat. Key Wane, and Diddy), Time In, Story By Erykah Badu, FEED, The Baddest, Don Life (feat. Lil Wayne), Friday Night Cypher (feat. Tee Grizzley, Kash Doll, Cash Kidd, Payroll, 42 Dugg, Boldy James, Drego, Sada Baby, Royce Da 5'9"", and Eminem), Story By Stevie Wonder",67,Detroit 2,album,199758
Bounce Back,Big Sean,2017-02-03,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap","Intro, Light, Bounce Back, No Favors, Jump Out The Window, Moves, Same Time Pt. 1, Owe Me, Halfway Off The Balcony, Voices In My Head/Stick To The Plan, Sunday Morning Jetpack, Inspire Me, Sacrifices, Bigger Than Me",65,I Decided.,album,222360
Clique,Big Sean,2012-01-01,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap","To The World, Clique, Mercy.1, New God Flow.1, The Morning, Cold.1, Higher, Sin City, The One, Creepers, Bliss, Don't Like.1",62,Kanye West Presents Good Music Cruel Summer,compilation,293613
SHUT UP (feat. Big Sean),Big Sean,2024-05-31,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap",SHUT UP (feat. Big Sean),62,SHUT UP (feat. Big Sean),single,143120
Precision,Big Sean,2024-03-22,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap",Precision,61,Precision,single,167477
Who Do You Love?,YG,2014-03-18,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","Momma Speech Intro, BPT, I Just Wanna Party, Left, Right, Bicken Back Being Bool, Meet The Flockers, My Nigga, Do It To Ya, Me & My Bitch, Who Do You Love?, Really Be (Smokin N Drinkin), 1AM, Thank God, Sorry Momma",66,My Krazy Life,album,233515
My Nigga,YG,2014-03-18,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","Momma Speech Intro, BPT, I Just Wanna Party, Left, Right, Bicken Back Being Bool, Meet The Flockers, My Nigga, Do It To Ya, Me & My Bitch, Who Do You Love?, Really Be (Smokin N Drinkin), 1AM, Thank God, Sorry Momma",66,My Krazy Life,album,235632
"That's My N**** (with Meek Mill, YG & Snoop Dogg)",YG,2017-12-15,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","That's My N**** (with Meek Mill, YG & Snoop Dogg)",64,"That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",single,199746
Slide,YG,2021-06-18,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","We Made It, Back of My Mind (feat. Ty Dolla $ign), Trauma (feat. Cordae), Damage, Find A Way (feat. Lil Baby), Bloody Waters, Closer To Me, Come Through (feat. Chris Brown), My Own, Lucky, Cheat Code, Mean It, Paradise (feat. Yung Bleu), Process, Hold On, Don't, Exhausted, Hard To Love, For Anyone, I Can Have It All (feat. DJ Khaled & Bryson Tiller)",56,Back of My Mind,album,236333
Brand New,YG,2023-09-29,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","Rubber Band Man, Brand New, Thumpin, Get Me Litt, Perk 10, Time For That, Choose Up, Big One, I'm Tha Reason, West Coast Weekend, PARTy T1M3, Boachella, PLATINUM, FWU",52,Hit Me When U Leave The Klub: The Playlist,album,182532
La La Land (feat. YG),YG,2019-07-26,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","Classic and Perfect, La La Land (feat. YG), Love is a Blessing, Voicemail - Interlude, Drew Barrymore, Deep in Shallow Water, Love Me Hate Me, Factory Love, San Junipero, Havana - Outro",49,Carnival,album,177253
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2018-08-03,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","10 TIMES, BULLETPROOF (feat. Jay 305), HANDGUN (feat. A$AP Rocky), SUU WHOOP, CANT GET IN KANADA, TOO COCKY, BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj), POWER (feat. Ty Dolla $ign), SLAY (feat. Quavo), 666 (feat. YoungBoy Never Broke Again), TOO BRAZY (feat. Mozzy), PUSSY MONEY FAME, DEEPER THAN RAP, FREE THE HOMIES INTERLUDE, BOMPTOWN FINEST",61,STAY DANGEROUS,album,237240
"Go Loko (feat. Tyga, Jon Z)",YG,2019-05-24,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","Hard Bottoms & White Socks, Bottle Service, In The Dark, Go Loko (feat. Tyga, Jon Z), Stop Snitchin, I Was On The Block (feat. Valee, Boogie), Keshia Had A Baby (feat. Rose Gold), Heart 2 Heart (feat. Meek Mill, Arin Ray, Rose Gold), Play Too Much (feat. SAFE), Do Not Disturb (feat. Kamaiyah, G-Eazy), Do Yo Dance (feat. Kamaiyah, RJ, Mitch, Ty Dolla $ign), Her Story (feat. Day Sulan), My Last Words - Nipsey Tribute, Stop Snitchin (feat. DaBaby) - Remix",60,4REAL 4REAL,album,299226
KNOCKA,YG,2024-04-26,"cali rap, hip hop, pop rap, rap, southern hip hop, trap",KNOCKA,60,KNOCKA,single,150144
Ride Out,YG,2015-03-17,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","Ride Out, Off-set, How Bad Do You Want It (Oh Yeah), Get Low, Go Hard or Go Home, My Angel, See You Again (feat. Charlie Puth), Payback, Blast Off, Six Days (feat. Mos Def) - Remix, Ay Vamos (feat. French Montana & Nicky Jam), GDFR (feat. Sage the Gemini and Lookas) - Noodles Remix, Turn Down For What, Meneo, I Will Return, Whip, Go Hard or Go Home (Pt. 2), Delirious (Boneless) [feat. Kid Ink], Francoise, Holler",45,Furious 7: Original Motion Picture Soundtrack (Deluxe),compilation,211908
Fuck Love,Trippie Redd,2017-08-25,"melodic rap, rap, trap","The Explanation, Jocelyn Flores, Depression & Obsession, Everybody Dies In Their Nightmares, Revenge, Save Me, Dead Inside (Interlude), Fuck Love, Carry On, Orlando, Ayala (Outro)",84,17,album,146520
Hurts Me,Trippie Redd,2023-06-27,"melodic rap, rap, trap",Hurts Me,78,Hurts Me,single,140800
Miss The Rage,Trippie Redd,2021-08-21,"melodic rap, rap, trap","Molly Hearts, MP5, Betrayal (feat. Drake), Finish Line, Holy Smokes (feat. Lil Uzi Vert), Super Cell, Miss The Rage, Supernatural, Demon Time, Matt Hardy 999, Vibes, New Money, Danny Phantom (feat. XXXTENTACION), Space Time, Baki, iPhone, Rich MF (feat. Lil Durk), Captain Crunch (feat. Babyface Ray)",74,Trip At Knight,album,236883
The Grinch,Trippie Redd,2019-11-22,"melodic rap, rap, trap","Leray, Who Needs Love, Love Sick, Love Me More, Real Feel, This Ain't That (feat. Lil Mosey), 6 Kiss (feat. Juice WRLD & YNW Melly), Til The End of Time, U Deserve It (feat. Chris King & Quan'ta), Hate Me (feat. YoungBoy Never Broke Again), All For Me (feat. Smokepurpp), Sickening (feat. Tory Lanez), The Grinch, Death (feat. DaBaby), RMP, M's (feat. Lil Yachty & Pi'erre Bourne), Bust Down Deux (feat. Youv Dee), The Jungle Book (feat. Lil Wop), Chosen, Abandoned (feat. Mariah The Scientist)",72,A Love Letter To You 4,album,91288
Dark Knight Dummo (feat. Travis Scott),Trippie Redd,2018-08-10,"melodic rap, rap, trap","Together, Taking A Walk, Wish (feat. Trippie Redd) - Trippie Mix, Missing My Idols, Forever Ever (feat. Young Thug & Reese LAFLARE), Bird Shit, BANG!, How You Feel, Dark Knight Dummo (feat. Travis Scott), UKA UKA, Shake It Up, Oomps Revenge, Gore, Underwater FlyZone",71,LIFE'S A TRIP,album,256161
Taking A Walk,Trippie Redd,2018-08-10,"melodic rap, rap, trap","Together, Taking A Walk, Wish (feat. Trippie Redd) - Trippie Mix, Missing My Idols, Forever Ever (feat. Young Thug & Reese LAFLARE), Bird Shit, BANG!, How You Feel, Dark Knight Dummo (feat. Travis Scott), UKA UKA, Shake It Up, Oomps Revenge, Gore, Underwater FlyZone",71,LIFE'S A TRIP,album,121680
1400 / 999 Freestyle (feat. Juice WRLD),Trippie Redd,2018-11-09,"melodic rap, rap, trap","Topanga, Fire Starter (feat. Emani22), Toxic Waste, Negative Energy (feat. Kodie Shane), Can't Love, Love Scars 3, A.L.L.T.Y. 3 (feat. Baby Goth), Emani Interlude (feat. Emani22), Elevate & Motivate (feat. YoungBoy Never Broke Again & Nel-Denarro), I Tried Loving, Wicked, Loyalty Before Royalty, 1400 / 999 Freestyle (feat. Juice WRLD), So Alive, Diamond Minds (feat. Tory Lanez & Elliott Trent), Camp Fire Tale",69,A Love Letter To You 3,album,175954
Excitement,Trippie Redd,2020-10-30,"melodic rap, rap, trap","Let It Out (feat. Myiah Lynnae), Moonlight, Love Scars 4, The Nether, So Stressed (feat. Yung LB), Excitement, Mood (feat. Chris Brown), Pegasus, Weeeeee, Personal Favorite (feat. Rich The Kid), V-12, Spaceships (feat. Young Thug), Never Change (feat. Future), Good Morning, No Honorable Mention (feat. Quavo), I Got You, Too Fly, Red Beam (feat. Sean Kingston), Oomps Revenge, Pt.2, Take One",69,Pegasus,album,283285
Leray,Trippie Redd,2019-11-22,"melodic rap, rap, trap","Leray, Who Needs Love, Love Sick, Love Me More, Real Feel, This Ain't That (feat. Lil Mosey), 6 Kiss (feat. Juice WRLD & YNW Melly), Til The End of Time, U Deserve It (feat. Chris King & Quan'ta), Hate Me (feat. YoungBoy Never Broke Again), All For Me (feat. Smokepurpp), Sickening (feat. Tory Lanez), The Grinch, Death (feat. DaBaby), RMP, M's (feat. Lil Yachty & Pi'erre Bourne), Bust Down Deux (feat. Youv Dee), The Jungle Book (feat. Lil Wop), Chosen, Abandoned (feat. Mariah The Scientist)",67,A Love Letter To You 4,album,122706
Topanga,Trippie Redd,2018-11-09,"melodic rap, rap, trap","Topanga, Fire Starter (feat. Emani22), Toxic Waste, Negative Energy (feat. Kodie Shane), Can't Love, Love Scars 3, A.L.L.T.Y. 3 (feat. Baby Goth), Emani Interlude (feat. Emani22), Elevate & Motivate (feat. YoungBoy Never Broke Again & Nel-Denarro), I Tried Loving, Wicked, Loyalty Before Royalty, 1400 / 999 Freestyle (feat. Juice WRLD), So Alive, Diamond Minds (feat. Tory Lanez & Elliott Trent), Camp Fire Tale",66,A Love Letter To You 3,album,215364
FE!N (feat. Playboi Carti),Playboi Carti,2023-07-28,"atl hip hop, plugg, pluggnb, rage rap, rap","HYAENA, THANK GOD, MODERN JAM (feat. Teezo Touchdown), MY EYES, GOD'S COUNTRY, SIRENS, MELTDOWN (feat. Drake), FE!N (feat. Playboi Carti), DELRESTO (ECHOES) (feat. Beyoncé), I KNOW ?, TOPIA TWINS (feat. Rob49 & 21 Savage), CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee), PARASAIL (feat. Yung Lean & Dave Chappelle), SKITZO (feat. Young Thug), LOST FOREVER (feat. Westside Gunn), LOOOVE (feat. Kid Cudi), K-POP (feat. Bad Bunny & The Weeknd), TELEKINESIS (feat. SZA & Future), TIL FURTHER NOTICE (feat. James Blake & 21 Savage)",90,UTOPIA,album,191700
Type Shit,Playboi Carti,2024-03-22,"atl hip hop, plugg, pluggnb, rage rap, rap","We Don't Trust You, Young Metro, Ice Attack, Type Shit, Claustrophobic, Like That, Slimed In, Magic Don Juan (Princess Diana), Cinderella, Runnin Outta Time, Fried (She a Vibe), Ain't No Love, Everyday Hustle, GTA, Seen it All, WTFYM, Where My Twin @ - Bonus",88,WE DON'T TRUST YOU,album,228266
"CARNIVAL (feat. Rich The Kid, Playboi Carti)",Playboi Carti,2024-02-08,"atl hip hop, plugg, pluggnb, rage rap, rap","CARNIVAL (feat. Rich The Kid, Playboi Carti)",63,"CARNIVAL (feat. Rich The Kid, Playboi Carti)",single,264324
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),Playboi Carti,2023-06-02,"atl hip hop, plugg, pluggnb, rage rap, rap",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),85,Popular (Music from the HBO Original Series),single,215466
I LUV IT (feat. Playboi Carti),Playboi Carti,2024-06-28,"atl hip hop, plugg, pluggnb, rage rap, rap","I LUV IT (feat. Playboi Carti), Chanel No.5, pink xoxo, HE KNOWS (feat. Lil Nas X), Twentysomethings, Dade County Dreaming (feat. JT & Yung Miami), koshi xoxo (feat. BLP Kosher), HOT UPTOWN (feat. Drake), Uuugly, DREAM-GIRLS, 305tilidie, B.O.A.T., pretty when i cry, June Gloom",66,"C,XOXO",album,174880
Sky,Playboi Carti,2020-12-25,"atl hip hop, plugg, pluggnb, rage rap, rap","Rockstar Made, Go2DaMoon (feat. Kanye West), Stop Breathing, Beno!, JumpOutTheHouse, M3tamorphosis (feat. Kid Cudi), Slay3r, No Sl33p, New Tank, Teen X (feat. Future), Meh, Vamp Anthem, New N3on, Control, Punk Monk, On That Time, King Vamp, Place, Sky, Over",79,Whole Lotta Red,album,193234
Magnolia,Playboi Carti,2017-04-14,"atl hip hop, plugg, pluggnb, rage rap, rap","Location, Magnolia, Lookin, wokeuplikethis*, Let It Go, Half & Half, New Choppa, Other Shit, NO. 9, dothatshit!, Lame Niggaz, Yah Mean, Flex, Kelly K, Had 2",78,Playboi Carti,album,181812
Location,Playboi Carti,2017-04-14,"atl hip hop, plugg, pluggnb, rage rap, rap","Location, Magnolia, Lookin, wokeuplikethis*, Let It Go, Half & Half, New Choppa, Other Shit, NO. 9, dothatshit!, Lame Niggaz, Yah Mean, Flex, Kelly K, Had 2",76,Playboi Carti,album,168783
ILoveUIHateU,Playboi Carti,2020-12-25,"atl hip hop, plugg, pluggnb, rage rap, rap","Rockstar Made, Go2DaMoon (feat. Kanye West), Stop Breathing, Beno!, JumpOutTheHouse, M3tamorphosis (feat. Kid Cudi), Slay3r, No Sl33p, New Tank, Teen X (feat. Future), Meh, Vamp Anthem, New N3on, Control, Punk Monk, On That Time, King Vamp, Place, Sky, Over",76,Whole Lotta Red,album,135122
Shoota (feat. Lil Uzi Vert),Playboi Carti,2018-05-11,"atl hip hop, plugg, pluggnb, rage rap, rap","Long Time - Intro, R.I.P., Lean 4 Real (feat. Skepta), Old Money, Love Hurts (feat. Travis Scott), Shoota (feat. Lil Uzi Vert), Right Now (feat. Pi'erre Bourne), Poke It Out (with Nicki Minaj), Home (KOD), Fell In Luv (feat. Bryson Tiller), Foreign, Pull Up, Mileage (feat. Chief Keef), FlatBed Freestyle, No Time (feat. Gunna), Middle Of The Summer (feat. Red Coldhearted), Choppa Won't Miss (feat. Young Thug), R.I.P. Fredo (feat. Young Nudy) - Notice Me, Top (feat. Pi'erre Bourne)",74,Die Lit,album,153800
The Color Violet,Tory Lanez,2021-12-10,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap","Enchanted Waterfall, Pink Dolphin Sunset (feat. Tee), Midnight's Interlude, The Color Violet, Lavender Sunflower, Ballad of a Badman, Lady Of Namek, Pluto’s Last Comet, ‘87 Stingray, Hurt From Mercury, Last Kiss Of Nebulon",84,Alone At Prom,album,226466
Hurts Me,Tory Lanez,2023-06-27,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap",Hurts Me,78,Hurts Me,single,140800
